DateUTC,Precipitation [In],Temperature [F]
2013-01-03 04:57:00-06:00,0.0,26.6
2013-01-03 05:51:00-06:00,0.0,27.0
2013-01-03 06:51:00-06:00,0.0,28.0
2013-01-03 07:51:00-06:00,0.0,28.9
2013-01-03 08:40:00-06:00,0.0,30.2
2013-01-03 08:51:00-06:00,0.0,30.0
2013-01-03 09:51:00-06:00,0.0,30.0
2013-01-03 10:51:00-06:00,0.0,30.0
2013-01-03 11:51:00-06:00,0.0,28.9
2013-01-03 12:51:00-06:00,0.0,28.0
2013-01-03 13:51:00-06:00,0.0,28.9
2013-01-03 14:51:00-06:00,0.0,28.4
2013-01-03 15:51:00-06:00,0.0,28.9
2013-01-03 16:51:00-06:00,0.0,28.0
2013-01-03 17:51:00-06:00,0.0,28.0
2013-01-03 18:51:00-06:00,0.0,27.0
2013-01-03 19:51:00-06:00,0.0,26.1
2013-01-03 20:51:00-06:00,0.0,23.0
2013-01-03 21:51:00-06:00,0.0,21.0
2013-01-03 22:51:00-06:00,0.0,19.9
2013-01-03 23:51:00-06:00,0.0,19.0
2013-01-04 00:51:00-06:00,0.0,19.0
2013-01-04 01:51:00-06:00,0.0,18.0
2013-01-04 02:51:00-06:00,0.0,16.0
2013-01-04 03:51:00-06:00,0.0,15.1
2013-01-04 04:51:00-06:00,0.0,14.0
2013-01-04 05:51:00-06:00,0.0,14.0
2013-01-04 06:51:00-06:00,0.0,15.1
2013-01-04 07:51:00-06:00,0.0,16.0
2013-01-04 08:51:00-06:00,0.0,18.0
2013-01-04 09:51:00-06:00,0.0,21.0
2013-01-04 10:51:00-06:00,0.0,27.0
2013-01-04 11:51:00-06:00,0.0,30.9
2013-01-04 12:51:00-06:00,0.0,35.1
2013-01-04 13:51:00-06:00,0.0,37.0
2013-01-04 14:51:00-06:00,0.0,36.0
2013-01-04 15:51:00-06:00,0.0,35.6
2013-01-04 16:51:00-06:00,0.0,34.0
2013-01-04 17:51:00-06:00,0.0,32.0
2013-01-04 18:51:00-06:00,0.0,30.9
2013-01-04 19:51:00-06:00,0.0,30.0
2013-01-04 20:51:00-06:00,0.0,28.9
2013-01-04 21:51:00-06:00,0.0,28.9
2013-01-04 22:51:00-06:00,0.0,28.9
2013-01-04 23:51:00-06:00,0.0,28.0
2013-01-05 00:51:00-06:00,0.0,27.0
2013-01-05 01:51:00-06:00,0.0,28.0
2013-01-05 02:51:00-06:00,0.0,27.0
2013-01-05 03:51:00-06:00,0.0,26.6
2013-01-05 04:51:00-06:00,0.0,25.0
2013-01-05 05:51:00-06:00,0.0,23.0
2013-01-05 06:51:00-06:00,0.0,23.0
2013-01-05 07:51:00-06:00,0.0,24.8
2013-01-05 08:51:00-06:00,0.0,26.6
2013-01-05 09:51:00-06:00,0.0,30.9
2013-01-05 10:51:00-06:00,0.0,34.0
2013-01-05 11:51:00-06:00,0.0,37.0
2013-01-05 12:51:00-06:00,0.0,37.0
2013-01-05 13:51:00-06:00,0.0,37.0
2013-01-05 14:13:00-06:00,0.0,35.6
2013-01-05 14:27:00-06:00,0.0,33.8
2013-01-05 14:31:00-06:00,0.0,33.8
2013-01-05 14:51:00-06:00,0.0,34.0
2013-01-05 14:54:00-06:00,0.0,33.8
2013-01-05 14:59:00-06:00,0.0,33.8
2013-01-05 15:08:00-06:00,0.0,33.8
2013-01-05 15:29:00-06:00,0.0,33.8
2013-01-05 15:51:00-06:00,0.0,34.0
2013-01-05 16:01:00-06:00,0.0,33.8
2013-01-05 16:51:00-06:00,0.0,33.8
2013-01-05 17:12:00-06:00,0.0,33.8
2013-01-05 17:51:00-06:00,0.0,34.0
2013-01-05 18:51:00-06:00,0.0,34.0
2013-01-05 18:59:00-06:00,0.0,33.8
2013-01-05 19:51:00-06:00,0.0,35.1
2013-01-05 20:51:00-06:00,0.0,35.1
2013-01-05 21:51:00-06:00,0.0,35.1
2013-01-05 22:08:00-06:00,0.0,35.6
2013-01-05 22:20:00-06:00,0.0,35.6
2013-01-05 22:51:00-06:00,0.0,36.0
2013-01-05 23:51:00-06:00,0.0,36.0
2013-01-06 00:51:00-06:00,0.0,36.0
2013-01-06 01:17:00-06:00,0.0,35.6
2013-01-06 01:51:00-06:00,0.0,37.0
2013-01-06 02:51:00-06:00,0.0,36.0
2013-01-06 03:51:00-06:00,0.0,36.0
2013-01-06 04:51:00-06:00,0.0,34.0
2013-01-06 05:07:00-06:00,0.0,32.0
2013-01-06 05:22:00-06:00,0.0,30.2
2013-01-06 05:51:00-06:00,0.0,28.0
2013-01-06 06:51:00-06:00,0.0,27.0
2013-01-06 07:51:00-06:00,0.0,26.1
2013-01-06 08:51:00-06:00,0.0,26.1
2013-01-06 09:51:00-06:00,0.0,25.0
2013-01-06 10:33:00-06:00,0.0,26.6
2013-01-06 10:51:00-06:00,0.0,26.6
2013-01-06 11:51:00-06:00,0.0,28.9
2013-01-06 12:51:00-06:00,0.0,32.0
2013-01-06 13:51:00-06:00,0.0,34.0
2013-01-06 14:51:00-06:00,0.0,33.1
2013-01-06 15:24:00-06:00,0.0,33.8
2013-01-06 15:51:00-06:00,0.0,32.0
2013-01-06 16:51:00-06:00,0.0,30.0
2013-01-06 17:51:00-06:00,0.0,28.0
2013-01-06 18:51:00-06:00,0.0,27.0
2013-01-06 19:51:00-06:00,0.0,25.0
2013-01-06 20:51:00-06:00,0.0,25.0
2013-01-06 21:51:00-06:00,0.0,23.0
2013-01-06 22:51:00-06:00,0.0,23.0
2013-01-06 23:51:00-06:00,0.0,21.9
2013-01-07 00:51:00-06:00,0.0,21.0
2013-01-07 01:51:00-06:00,0.0,19.4
2013-01-07 02:51:00-06:00,0.0,19.9
2013-01-07 03:51:00-06:00,0.0,19.9
2013-01-07 04:51:00-06:00,0.0,21.0
2013-01-07 05:51:00-06:00,0.0,21.0
2013-01-07 06:51:00-06:00,0.0,21.9
2013-01-07 07:51:00-06:00,0.0,23.0
2013-01-07 08:51:00-06:00,0.0,25.0
2013-01-07 09:51:00-06:00,0.0,28.0
2013-01-07 10:51:00-06:00,0.0,32.0
2013-01-07 11:51:00-06:00,0.0,34.0
2013-01-07 12:51:00-06:00,0.0,37.9
2013-01-07 13:51:00-06:00,0.0,39.0
2013-01-07 14:51:00-06:00,0.0,37.9
2013-01-07 15:51:00-06:00,0.0,37.0
2013-01-07 16:51:00-06:00,0.0,35.1
2013-01-07 17:51:00-06:00,0.0,34.0
2013-01-07 18:51:00-06:00,0.0,33.1
2013-01-07 19:51:00-06:00,0.0,32.0
2013-01-07 20:51:00-06:00,0.0,30.9
2013-01-07 21:51:00-06:00,0.0,30.9
2013-01-07 22:51:00-06:00,0.0,30.0
2013-01-07 23:51:00-06:00,0.0,28.9
2013-01-08 00:51:00-06:00,0.0,28.4
2013-01-08 01:51:00-06:00,0.0,28.0
2013-01-08 02:51:00-06:00,0.0,28.0
2013-01-08 03:51:00-06:00,0.0,28.0
2013-01-08 04:51:00-06:00,0.0,28.0
2013-01-08 05:51:00-06:00,0.0,28.9
2013-01-08 06:51:00-06:00,0.0,28.9
2013-01-08 07:51:00-06:00,0.0,28.9
2013-01-08 08:51:00-06:00,0.0,30.0
2013-01-08 09:51:00-06:00,0.0,32.0
2013-01-08 10:51:00-06:00,0.0,36.0
2013-01-08 11:51:00-06:00,0.0,39.0
2013-01-08 12:51:00-06:00,0.0,39.0
2013-01-08 13:51:00-06:00,0.0,41.0
2013-01-08 14:51:00-06:00,0.0,41.0
2013-01-08 15:51:00-06:00,0.0,42.1
2013-01-08 16:51:00-06:00,0.0,39.0
2013-01-08 17:51:00-06:00,0.0,37.9
2013-01-08 18:51:00-06:00,0.0,37.9
2013-01-08 19:51:00-06:00,0.0,37.0
2013-01-08 20:51:00-06:00,0.0,37.0
2013-01-08 21:51:00-06:00,0.0,37.0
2013-01-08 22:51:00-06:00,0.0,37.0
2013-01-08 23:51:00-06:00,0.0,37.4
2013-01-09 00:51:00-06:00,0.0,39.0
2013-01-09 01:51:00-06:00,0.0,42.1
2013-01-09 02:51:00-06:00,0.0,42.1
2013-01-09 03:51:00-06:00,0.0,39.9
2013-01-09 04:51:00-06:00,0.0,37.9
2013-01-09 05:51:00-06:00,0.0,37.0
2013-01-09 06:51:00-06:00,0.0,36.0
2013-01-09 07:51:00-06:00,0.0,35.1
2013-01-09 08:51:00-06:00,0.0,37.0
2013-01-09 09:51:00-06:00,0.0,39.9
2013-01-09 10:51:00-06:00,0.0,44.1
2013-01-09 11:51:00-06:00,0.0,48.2
2013-01-09 12:51:00-06:00,0.0,51.1
2013-01-09 13:51:00-06:00,0.0,50.0
2013-01-09 14:51:00-06:00,0.0,48.9
2013-01-09 15:51:00-06:00,0.0,48.0
2013-01-09 16:51:00-06:00,0.0,44.1
2013-01-09 17:51:00-06:00,0.0,41.0
2013-01-09 18:51:00-06:00,0.0,39.0
2013-01-09 19:51:00-06:00,0.0,37.0
2013-01-09 20:51:00-06:00,0.0,35.1
2013-01-09 21:51:00-06:00,0.0,35.1
2013-01-09 22:51:00-06:00,0.0,33.1
2013-01-09 23:51:00-06:00,0.0,30.0
2013-01-10 00:51:00-06:00,0.0,28.9
2013-01-10 01:51:00-06:00,0.0,28.9
2013-01-10 02:51:00-06:00,0.0,28.0
2013-01-10 03:51:00-06:00,0.0,28.9
2013-01-10 04:51:00-06:00,0.0,26.1
2013-01-10 05:51:00-06:00,0.0,28.4
2013-01-10 06:51:00-06:00,0.0,30.9
2013-01-10 07:51:00-06:00,0.0,30.9
2013-01-10 08:51:00-06:00,0.0,35.6
2013-01-10 09:51:00-06:00,0.0,37.9
2013-01-10 10:51:00-06:00,0.0,39.9
2013-01-10 11:51:00-06:00,0.0,43.0
2013-01-10 12:51:00-06:00,0.0,45.0
2013-01-10 13:51:00-06:00,0.0,46.0
2013-01-10 14:51:00-06:00,0.0,44.1
2013-01-10 15:51:00-06:00,0.0,43.0
2013-01-10 16:51:00-06:00,0.0,42.1
2013-01-10 17:23:00-06:00,0.0,41.0
2013-01-10 17:51:00-06:00,0.0,39.0
2013-01-10 18:51:00-06:00,0.0,39.0
2013-01-10 19:51:00-06:00,0.0,39.0
2013-01-10 20:08:00-06:00,0.01,39.2
2013-01-10 20:45:00-06:00,0.04,39.2
2013-01-10 20:51:00-06:00,0.05,39.0
2013-01-10 21:02:00-06:00,0.01,39.2
2013-01-10 21:51:00-06:00,0.32,39.9
2013-01-10 22:11:00-06:00,0.02,39.2
2013-01-10 22:47:00-06:00,0.05,41.0
2013-01-10 22:51:00-06:00,0.05,42.1
2013-01-10 23:15:00-06:00,0.04,42.8
2013-01-10 23:39:00-06:00,0.09,42.8
2013-01-10 23:51:00-06:00,0.1,43.0
2013-01-11 00:51:00-06:00,0.01,45.0
2013-01-11 01:51:00-06:00,0.05,46.9
2013-01-11 02:12:00-06:00,0.01,46.4
2013-01-11 02:51:00-06:00,0.05,48.9
2013-01-11 03:51:00-06:00,0.03,50.0
2013-01-11 04:45:00-06:00,0.01,51.8
2013-01-11 04:51:00-06:00,0.01,51.1
2013-01-11 05:51:00-06:00,0.0,54.0
2013-01-11 06:33:00-06:00,0.0,53.6
2013-01-11 06:51:00-06:00,0.0,54.0
2013-01-11 07:51:00-06:00,0.03,54.0
2013-01-11 08:09:00-06:00,0.02,53.6
2013-01-11 08:51:00-06:00,0.02,52.0
2013-01-11 09:51:00-06:00,0.0,50.0
2013-01-11 10:51:00-06:00,0.0,48.9
2013-01-11 11:51:00-06:00,0.0,48.0
2013-01-11 12:51:00-06:00,0.0,48.9
2013-01-11 13:35:00-06:00,0.0,50.0
2013-01-11 13:51:00-06:00,0.0,51.1
2013-01-11 14:04:00-06:00,0.0,51.8
2013-01-11 14:16:00-06:00,0.0,51.8
2013-01-11 14:51:00-06:00,0.0,51.1
2013-01-11 15:24:00-06:00,0.0,51.8
2013-01-11 15:51:00-06:00,0.0,52.0
2013-01-11 16:51:00-06:00,0.0,52.0
2013-01-11 17:31:00-06:00,0.0,51.8
2013-01-11 17:51:00-06:00,0.0,52.0
2013-01-11 18:51:00-06:00,0.0,52.0
2013-01-11 19:51:00-06:00,0.0,52.0
2013-01-11 20:51:00-06:00,0.0,52.0
2013-01-11 21:51:00-06:00,0.0,52.0
2013-01-11 22:51:00-06:00,0.0,52.0
2013-01-11 23:51:00-06:00,0.0,51.1
2013-01-12 00:51:00-06:00,0.0,52.0
2013-01-12 01:51:00-06:00,0.0,52.0
2013-01-12 02:51:00-06:00,0.0,53.1
2013-01-12 03:51:00-06:00,0.0,51.8
2013-01-12 04:51:00-06:00,0.0,52.0
2013-01-12 05:51:00-06:00,0.0,51.1
2013-01-12 06:51:00-06:00,0.0,51.8
2013-01-12 07:51:00-06:00,0.0,51.1
2013-01-12 08:51:00-06:00,0.0,53.1
2013-01-12 09:51:00-06:00,0.0,50.0
2013-01-12 10:51:00-06:00,0.0,48.0
2013-01-12 11:51:00-06:00,0.0,45.0
2013-01-12 12:51:00-06:00,0.0,42.8
2013-01-12 13:51:00-06:00,0.0,41.0
2013-01-12 14:51:00-06:00,0.0,39.9
2013-01-12 15:51:00-06:00,0.0,39.0
2013-01-12 16:51:00-06:00,0.0,37.0
2013-01-12 17:51:00-06:00,0.0,36.0
2013-01-12 18:51:00-06:00,0.0,36.0
2013-01-12 19:30:00-06:00,0.0,35.6
2013-01-12 19:38:00-06:00,0.0,35.6
2013-01-12 19:51:00-06:00,0.0,35.1
2013-01-12 20:51:00-06:00,0.01,34.0
2013-01-12 21:51:00-06:00,0.02,33.1
2013-01-12 22:34:00-06:00,0.01,32.0
2013-01-12 22:51:00-06:00,0.01,32.0
2013-01-12 23:51:00-06:00,0.02,32.0
2013-01-13 00:02:00-06:00,0.02,32.0
2013-01-13 00:35:00-06:00,0.04,30.2
2013-01-13 00:46:00-06:00,0.04,30.2
2013-01-13 00:51:00-06:00,0.05,30.9
2013-01-13 01:51:00-06:00,0.0,30.9
2013-01-13 02:28:00-06:00,0.0,30.2
2013-01-13 02:39:00-06:00,0.0,30.2
2013-01-13 02:51:00-06:00,0.0,30.9
2013-01-13 03:51:00-06:00,0.0,30.2
2013-01-13 04:51:00-06:00,0.0,30.9
2013-01-13 05:51:00-06:00,0.0,30.0
2013-01-13 06:51:00-06:00,0.0,28.9
2013-01-13 07:51:00-06:00,0.0,28.0
2013-01-13 08:51:00-06:00,0.0,27.0
2013-01-13 09:38:00-06:00,0.0,26.6
2013-01-13 09:51:00-06:00,0.0,27.0
2013-01-13 10:51:00-06:00,0.0,26.1
2013-01-13 11:15:00-06:00,0.0,26.6
2013-01-13 11:51:00-06:00,0.0,25.0
2013-01-13 12:02:00-06:00,0.0,24.8
2013-01-13 12:51:00-06:00,0.0,25.0
2013-01-13 13:18:00-06:00,0.0,24.8
2013-01-13 13:43:00-06:00,0.0,24.8
2013-01-13 13:51:00-06:00,0.0,25.0
2013-01-13 14:51:00-06:00,0.0,24.8
2013-01-13 15:41:00-06:00,0.0,23.0
2013-01-13 15:51:00-06:00,0.0,23.0
2013-01-13 16:51:00-06:00,0.0,21.0
2013-01-13 17:07:00-06:00,0.0,21.2
2013-01-13 17:51:00-06:00,0.0,19.9
2013-01-13 18:51:00-06:00,0.0,19.9
2013-01-13 19:51:00-06:00,0.0,18.0
2013-01-13 20:16:00-06:00,0.0,17.6
2013-01-13 20:51:00-06:00,0.0,16.0
2013-01-13 21:51:00-06:00,0.0,16.0
2013-01-13 22:51:00-06:00,0.0,15.1
2013-01-13 23:51:00-06:00,0.0,15.8
2013-01-14 00:51:00-06:00,0.0,14.0
2013-01-14 01:51:00-06:00,0.0,14.0
2013-01-14 02:51:00-06:00,0.0,12.9
2013-01-14 03:51:00-06:00,0.0,12.9
2013-01-14 04:51:00-06:00,0.0,12.9
2013-01-14 05:51:00-06:00,0.0,12.9
2013-01-14 06:51:00-06:00,0.0,12.9
2013-01-14 07:51:00-06:00,0.0,12.9
2013-01-14 08:51:00-06:00,0.0,15.1
2013-01-14 09:51:00-06:00,0.0,17.1
2013-01-14 10:51:00-06:00,0.0,19.9
2013-01-14 11:51:00-06:00,0.0,21.9
2013-01-14 12:51:00-06:00,0.0,23.0
2013-01-14 13:51:00-06:00,0.0,24.1
2013-01-14 14:51:00-06:00,0.0,25.0
2013-01-14 15:51:00-06:00,0.0,26.1
2013-01-14 16:51:00-06:00,0.0,25.0
2013-01-14 17:51:00-06:00,0.0,23.0
2013-01-14 18:51:00-06:00,0.0,21.9
2013-01-14 19:51:00-06:00,0.0,21.0
2013-01-14 20:51:00-06:00,0.0,19.9
2013-01-14 21:51:00-06:00,0.0,19.9
2013-01-14 22:51:00-06:00,0.0,19.0
2013-01-14 23:51:00-06:00,0.0,19.0
2013-01-15 00:51:00-06:00,0.0,19.0
2013-01-15 01:51:00-06:00,0.0,18.0
2013-01-15 02:51:00-06:00,0.0,17.6
2013-01-15 03:51:00-06:00,0.0,16.0
2013-01-15 04:51:00-06:00,0.0,16.0
2013-01-15 05:51:00-06:00,0.0,17.1
2013-01-15 06:51:00-06:00,0.0,17.1
2013-01-15 07:51:00-06:00,0.0,18.0
2013-01-15 08:51:00-06:00,0.0,21.0
2013-01-15 09:51:00-06:00,0.0,25.0
2013-01-15 10:51:00-06:00,0.0,28.0
2013-01-15 11:51:00-06:00,0.0,28.9
2013-01-15 12:51:00-06:00,0.0,30.2
2013-01-15 13:51:00-06:00,0.0,30.0
2013-01-15 14:51:00-06:00,0.0,30.2
2013-01-15 15:51:00-06:00,0.0,30.9
2013-01-15 16:51:00-06:00,0.0,28.9
2013-01-15 17:51:00-06:00,0.0,27.0
2013-01-15 18:51:00-06:00,0.0,26.1
2013-01-15 19:51:00-06:00,0.0,24.1
2013-01-15 20:51:00-06:00,0.0,25.0
2013-01-15 21:51:00-06:00,0.0,25.0
2013-01-15 22:51:00-06:00,0.0,24.1
2013-01-15 23:51:00-06:00,0.0,23.0
2013-01-16 00:51:00-06:00,0.0,19.9
2013-01-16 01:51:00-06:00,0.0,19.4
2013-01-16 02:51:00-06:00,0.0,21.2
2013-01-16 03:51:00-06:00,0.0,19.9
2013-01-16 04:51:00-06:00,0.0,19.0
2013-01-16 05:51:00-06:00,0.0,19.0
2013-01-16 06:51:00-06:00,0.0,19.9
2013-01-16 07:51:00-06:00,0.0,19.9
2013-01-16 08:51:00-06:00,0.0,24.1
2013-01-16 09:51:00-06:00,0.0,27.0
2013-01-16 10:51:00-06:00,0.0,30.0
2013-01-16 11:51:00-06:00,0.0,33.1
2013-01-16 12:51:00-06:00,0.0,35.1
2013-01-16 13:51:00-06:00,0.0,37.0
2013-01-16 14:51:00-06:00,0.0,36.0
2013-01-16 15:31:00-06:00,0.0,35.6
2013-01-16 15:51:00-06:00,0.0,35.1
2013-01-16 16:51:00-06:00,0.0,35.1
2013-01-16 17:51:00-06:00,0.0,35.1
2013-01-16 18:51:00-06:00,0.0,36.0
2013-01-16 19:51:00-06:00,0.0,35.1
2013-01-16 20:51:00-06:00,0.0,35.1
2013-01-16 21:51:00-06:00,0.0,34.0
2013-01-16 22:51:00-06:00,0.0,32.0
2013-01-16 23:51:00-06:00,0.0,28.9
2013-01-17 00:11:00-06:00,0.0,28.4
2013-01-17 00:51:00-06:00,0.0,32.0
2013-01-17 01:19:00-06:00,0.0,30.2
2013-01-17 01:51:00-06:00,0.0,30.9
2013-01-17 02:51:00-06:00,0.0,30.9
2013-01-17 03:51:00-06:00,0.0,30.0
2013-01-17 04:51:00-06:00,0.0,28.9
2013-01-17 05:51:00-06:00,0.0,28.0
2013-01-17 06:51:00-06:00,0.0,26.1
2013-01-17 07:51:00-06:00,0.0,25.0
2013-01-17 08:51:00-06:00,0.0,26.1
2013-01-17 09:51:00-06:00,0.0,27.0
2013-01-17 10:51:00-06:00,0.0,28.9
2013-01-17 11:51:00-06:00,0.0,30.9
2013-01-17 12:51:00-06:00,0.0,30.9
2013-01-17 13:51:00-06:00,0.0,30.9
2013-01-17 14:51:00-06:00,0.0,30.0
2013-01-17 15:51:00-06:00,0.0,28.0
2013-01-17 16:51:00-06:00,0.0,27.0
2013-01-17 17:51:00-06:00,0.0,25.0
2013-01-17 18:51:00-06:00,0.0,24.8
2013-01-17 19:51:00-06:00,0.0,23.0
2013-01-17 20:51:00-06:00,0.0,21.9
2013-01-17 21:51:00-06:00,0.0,21.9
2013-01-17 22:51:00-06:00,0.0,21.9
2013-01-17 23:51:00-06:00,0.0,21.9
2013-01-18 00:51:00-06:00,0.0,21.9
2013-01-18 01:51:00-06:00,0.0,21.9
2013-01-18 02:51:00-06:00,0.0,21.0
2013-01-18 03:51:00-06:00,0.0,21.9
2013-01-18 04:51:00-06:00,0.0,21.9
2013-01-18 05:51:00-06:00,0.0,21.0
2013-01-18 06:51:00-06:00,0.0,23.0
2013-01-18 07:51:00-06:00,0.0,24.1
2013-01-18 08:51:00-06:00,0.0,27.0
2013-01-18 09:51:00-06:00,0.0,30.0
2013-01-18 10:51:00-06:00,0.0,33.1
2013-01-18 11:51:00-06:00,0.0,37.0
2013-01-18 12:51:00-06:00,0.0,39.9
2013-01-18 13:51:00-06:00,0.0,41.0
2013-01-18 14:51:00-06:00,0.0,41.0
2013-01-18 15:51:00-06:00,0.0,41.0
2013-01-18 16:51:00-06:00,0.0,39.0
2013-01-18 17:51:00-06:00,0.0,37.9
2013-01-18 18:51:00-06:00,0.0,37.0
2013-01-18 19:51:00-06:00,0.0,37.0
2013-01-18 20:51:00-06:00,0.0,37.0
2013-01-18 21:51:00-06:00,0.0,37.0
2013-01-18 22:51:00-06:00,0.0,37.9
2013-01-18 23:51:00-06:00,0.0,39.9
2013-01-19 00:51:00-06:00,0.0,39.2
2013-01-19 01:51:00-06:00,0.0,39.0
2013-01-19 02:51:00-06:00,0.0,39.0
2013-01-19 03:51:00-06:00,0.0,39.0
2013-01-19 04:51:00-06:00,0.0,37.9
2013-01-19 05:51:00-06:00,0.0,37.9
2013-01-19 06:51:00-06:00,0.0,37.9
2013-01-19 07:51:00-06:00,0.0,39.0
2013-01-19 08:51:00-06:00,0.0,39.0
2013-01-19 09:51:00-06:00,0.0,41.0
2013-01-19 10:51:00-06:00,0.0,44.1
2013-01-19 11:51:00-06:00,0.0,46.4
2013-01-19 12:51:00-06:00,0.0,46.9
2013-01-19 13:51:00-06:00,0.0,46.0
2013-01-19 14:51:00-06:00,0.0,46.0
2013-01-19 15:51:00-06:00,0.0,48.0
2013-01-19 16:51:00-06:00,0.0,46.9
2013-01-19 17:51:00-06:00,0.0,45.0
2013-01-19 18:51:00-06:00,0.0,44.1
2013-01-19 19:51:00-06:00,0.0,44.1
2013-01-19 20:51:00-06:00,0.0,43.0
2013-01-19 21:51:00-06:00,0.0,41.0
2013-01-19 22:51:00-06:00,0.0,36.0
2013-01-19 23:51:00-06:00,0.0,28.0
2013-01-20 00:51:00-06:00,0.0,24.1
2013-01-20 01:51:00-06:00,0.0,21.0
2013-01-20 02:51:00-06:00,0.0,19.9
2013-01-20 03:51:00-06:00,0.0,18.0
2013-01-20 04:51:00-06:00,0.0,16.0
2013-01-20 05:51:00-06:00,0.0,15.1
2013-01-20 06:51:00-06:00,0.0,14.0
2013-01-20 07:51:00-06:00,0.0,14.0
2013-01-20 08:51:00-06:00,0.0,15.1
2013-01-20 09:51:00-06:00,0.0,16.0
2013-01-20 10:51:00-06:00,0.0,18.0
2013-01-20 11:51:00-06:00,0.0,19.9
2013-01-20 12:51:00-06:00,0.0,21.0
2013-01-20 13:51:00-06:00,0.0,19.9
2013-01-20 14:51:00-06:00,0.0,21.2
2013-01-20 15:51:00-06:00,0.0,19.9
2013-01-20 16:51:00-06:00,0.0,19.0
2013-01-20 17:51:00-06:00,0.0,18.0
2013-01-20 18:51:00-06:00,0.0,18.0
2013-01-20 19:51:00-06:00,0.0,18.0
2013-01-20 20:51:00-06:00,0.0,17.1
2013-01-20 21:51:00-06:00,0.0,16.0
2013-01-20 22:51:00-06:00,0.0,16.0
2013-01-20 23:51:00-06:00,0.0,15.1
2013-01-21 00:51:00-06:00,0.0,15.1
2013-01-21 01:51:00-06:00,0.0,14.0
2013-01-21 02:51:00-06:00,0.0,12.9
2013-01-21 03:15:00-06:00,0.0,12.2
2013-01-21 03:51:00-06:00,0.0,12.9
2013-01-21 04:46:00-06:00,0.0,12.2
2013-01-21 04:51:00-06:00,0.0,12.9
2013-01-21 05:15:00-06:00,0.0,12.2
2013-01-21 05:42:00-06:00,0.0,12.2
2013-01-21 05:51:00-06:00,0.0,12.0
2013-01-21 06:51:00-06:00,0.0,12.0
2013-01-21 07:51:00-06:00,0.0,10.9
2013-01-21 08:51:00-06:00,0.0,10.9
2013-01-21 09:51:00-06:00,0.0,10.0
2013-01-21 10:51:00-06:00,0.0,10.0
2013-01-21 11:51:00-06:00,0.0,10.0
2013-01-21 12:51:00-06:00,0.0,10.0
2013-01-21 13:51:00-06:00,0.0,10.9
2013-01-21 14:51:00-06:00,0.0,10.9
2013-01-21 15:51:00-06:00,0.0,10.9
2013-01-21 16:51:00-06:00,0.0,9.0
